country,isocode,year,pop,emp,hc,rgdpna,labsh,avh
Netherlands,NLD,2006,16.44,8.57,3.219,817163.7,0.5839,1430.4
Netherlands,NLD,2007,16.507,8.839,3.2319,847993.9,0.5813,1429.2
Netherlands,NLD,2008,16.568,8.981,3.2448,866398.2,0.5868,1428.6
Netherlands,NLD,2009,16.626,8.89,3.2579,834628.4,0.6152,1420.0
Netherlands,NLD,2010,16.683,8.815,3.2709,845835.2,0.6012,1419.6
Netherlands,NLD,2011,16.738,8.879,3.2847,858955.8,0.6043,1420.2
Netherlands,NLD,2012,16.792,8.856,3.2985,850105.4,0.6076,1410.5
Netherlands,NLD,2013,16.844,8.753,3.3124,848998.8,0.6037,1414.7
Netherlands,NLD,2014,16.893,8.739,3.3263,861083.5,0.6026,1425.6
Netherlands,NLD,2015,16.938,8.807,3.3403,877953.6,0.5918,1425.8
Netherlands,NLD,2016,16.981,8.917,3.3544,897195.8,0.5977,1437.3
Netherlands,NLD,2017,17.021,9.098,3.3685,923312.2,0.5953,1436.8
Netherlands,NLD,2018,17.06,9.302,3.3826,945111.0,0.5959,1436.4
Netherlands,NLD,2019,17.097,9.457,3.3969,960964.4,0.5959,1439.7
Norway,NOR,1950,3.264,1.52,2.601,44286.5,0.5982,2129.2
Norway,NOR,1951,3.295,1.522,2.5989,45268.4,0.5982,2118.4
Norway,NOR,1952,3.327,1.524,2.5967,47588.1,0.5982,2107.7
Norway,NOR,1953,3.36,1.527,2.5945,50897.5,0.5982,2097.0
Norway,NOR,1954,3.393,1.529,2.5923,52853.6,0.5982,2086.4
Norway,NOR,1955,3.426,1.531,2.5902,54136.9,0.5982,2075.8
Norway,NOR,1956,3.459,1.532,2.5898,55717.7,0.5982,2065.3
Norway,NOR,1957,3.491,1.533,2.5895,58003.2,0.5982,2054.9
Norway,NOR,1958,3.522,1.517,2.5891,58864.6,0.5982,2044.4
Norway,NOR,1959,3.552,1.516,2.5888,60632.3,0.5982,2034.1
Norway,NOR,1960,3.58,1.529,2.5884,63258.7,0.5982,2023.8
Norway,NOR,1961,3.609,1.549,2.6064,67227.2,0.5982,2009.4
Norway,NOR,1962,3.638,1.558,2.6246,69118.9,0.5982,1995.1
Norway,NOR,1963,3.665,1.564,2.6428,71735.1,0.5982,1986.1
Norway,NOR,1964,3.693,1.569,2.6612,75328.8,0.5982,1996.1
Norway,NOR,1965,3.722,1.583,2.6797,79310.3,0.5982,1951.1
Norway,NOR,1966,3.752,1.589,2.6984,82313.2,0.5982,1952.1
Norway,NOR,1967,3.785,1.598,2.7171,87463.2,0.5982,1936.1
Norway,NOR,1968,3.818,1.6,2.736,89438.5,0.5982,1897.1
Norway,NOR,1969,3.85,1.614,2.755,93467.8,0.5982,1849.1
Norway,NOR,1970,3.876,1.64,2.7742,95335.7,0.5982,1835.1
Norway,NOR,1971,3.905,1.655,2.7966,100743.5,0.5982,1814.1
Norway,NOR,1972,3.934,1.674,2.8192,106113.8,0.5982,1781.1
Norway,NOR,1973,3.961,1.685,2.842,110923.8,0.5982,1767.1
Norway,NOR,1974,3.986,1.708,2.865,115275.4,0.5982,1745.1
Norway,NOR,1975,4.008,1.736,2.8881,120984.0,0.5982,1728.1
Norway,NOR,1976,4.027,1.795,2.9114,128031.8,0.5982,1674.5
Norway,NOR,1977,4.044,1.845,2.935,133358.8,0.5982,1638.3
Norway,NOR,1978,4.059,1.876,2.9587,138519.0,0.5982,1601.8
Norway,NOR,1979,4.073,1.902,2.9826,144575.7,0.5663,1579.9
Norway,NOR,1980,4.086,1.948,3.0067,151175.1,0.5366,1580.1
Norway,NOR,1981,4.099,1.973,3.0269,153591.3,0.5345,1570.2
Norway,NOR,1982,4.112,1.972,3.0472,153952.8,0.5358,1558.8
Norway,NOR,1983,4.125,1.968,3.0677,160069.0,0.5275,1552.8
Norway,NOR,1984,4.138,1.983,3.0883,169757.0,0.5124,1548.4
Norway,NOR,1985,4.153,2.039,3.109,179184.3,0.5195,1542.4
Norway,NOR,1986,4.169,2.107,3.1299,186427.4,0.5744,1538.5
Norway,NOR,1987,4.187,2.149,3.1509,189696.2,0.589,1510.9
Norway,NOR,1988,4.206,2.136,3.1721,189211.8,0.5891,1513.3
Norway,NOR,1989,4.226,2.076,3.1934,191176.4,0.5529,1510.6
Norway,NOR,1990,4.247,2.061,3.2149,194870.7,0.5391,1502.4
Norway,NOR,1991,4.269,2.041,3.2273,200881.9,0.5434,1500.5
Norway,NOR,1992,4.293,2.037,3.2398,208062.2,0.5506,1510.3
Norway,NOR,1993,4.317,2.051,3.2524,213982.3,0.5394,1506.6
Norway,NOR,1994,4.342,2.079,3.265,224800.0,0.542,1504.6
Norway,NOR,1995,4.367,2.124,3.2776,234141.5,0.5394,1487.7
Norway,NOR,1996,4.393,2.169,3.2903,245914.0,0.5266,1482.2
Norway,NOR,1997,4.42,2.233,3.303,258909.6,0.5271,1477.5
Norway,NOR,1998,4.447,2.293,3.3158,265704.5,0.571,1475.7
Norway,NOR,1999,4.474,2.312,3.3287,271052.8,0.5577,1474.8
Norway,NOR,2000,4.499,2.324,3.3416,279739.9,0.4859,1456.5
Norway,NOR,2001,4.523,2.34,3.3642,285543.9,0.497,1424.0
Norway,NOR,2002,4.546,2.327,3.387,289673.6,0.5228,1406.8
Norway,NOR,2003,4.57,2.29,3.4099,292310.0,0.5141,1389.4
Norway,NOR,2004,4.598,2.297,3.433,303913.0,0.4886,1405.0
Norway,NOR,2005,4.632,2.322,3.4563,311892.1,0.463,1406.4
Norway,NOR,2006,4.673,2.398,3.4797,319376.8,0.4541,1399.7
Norway,NOR,2007,4.719,2.49,3.5033,328939.8,0.4773,1405.2
Norway,NOR,2008,4.771,2.565,3.527,330506.8,0.4655,1406.8
Norway,NOR,2009,4.827,2.554,3.5509,324798.9,0.5195,1387.1
Norway,NOR,2010,4.886,2.545,3.575,327078.4,0.5033,1395.4
Norway,NOR,2011,4.948,2.581,3.5846,330288.6,0.4947,1400.2
Norway,NOR,2012,5.014,2.634,3.5943,339216.6,0.4972,1396.3
Norway,NOR,2013,5.079,2.666,3.604,342724.3,0.5082,1386.7
Norway,NOR,2014,5.142,2.696,3.6138,349474.4,0.5188,1389.4
Norway,NOR,2015,5.2,2.713,3.6235,356349.0,0.5427,1391.9
Norway,NOR,2016,5.251,2.723,3.6333,360167.5,0.5577,1394.5
Norway,NOR,2017,5.296,2.757,3.6431,368535.1,0.5403,1380.8
Norway,NOR,2018,5.338,2.805,3.653,373287.5,0.5285,1382.5
Norway,NOR,2019,5.379,2.854,3.6628,377598.0,0.5285,1384.1
Portugal,PRT,1950,8.076,3.048,1.2419,32674.1,0.643,2404.9
Portugal,PRT,1951,8.121,3.047,1.2479,35684.1,0.643,2389.6
Portugal,PRT,1952,8.156,3.041,1.2539,37137.1,0.643,2374.4
Portugal,PRT,1953,8.206,3.041,1.26,39091.1,0.643,2359.3
Portugal,PRT,1954,8.257,3.041,1.2661,40835.2,0.643,2344.4
Portugal,PRT,1955,8.315,3.044,1.2723,42494.7,0.643,2329.5
Portugal,PRT,1956,8.376,3.047,1.2775,44464.3,0.643,2314.7
Portugal,PRT,1957,8.435,2.985,1.2828,46631.5,0.643,2300.0
Portugal,PRT,1958,8.502,3.09,1.2881,46995.4,0.643,2285.3
Portugal,PRT,1959,8.572,3.111,1.2934,49655.7,0.643,2270.8
Portugal,PRT,1960,8.644,3.152,1.2988,53301.0,0.643,2256.4
Portugal,PRT,1961,8.639,3.155,1.3079,57015.5,0.643,2244.0
Portugal,PRT,1962,8.628,3.146,1.317,60233.0,0.643,2231.6
Portugal,PRT,1963,8.687,3.137,1.3263,63705.9,0.643,2219.3
Portugal,PRT,1964,8.726,3.128,1.3356,67001.1,0.643,2207.1
Portugal,PRT,1965,8.732,3.119,1.3449,71736.0,0.643,2194.9
Portugal,PRT,1966,8.713,3.103,1.3551,74045.9,0.643,2182.8
Portugal,PRT,1967,8.708,3.084,1.3653,79296.7,0.643,2170.8
Portugal,PRT,1968,8.719,3.065,1.3756,89525.9,0.643,2158.9
Portugal,PRT,1969,8.702,3.046,1.386,92093.8,0.643,2147.0
Portugal,PRT,1970,8.651,3.143,1.3964,98838.6,0.643,2102.1
Portugal,PRT,1971,8.7,3.236,1.4148,105393.2,0.643,2101.8
Portugal,PRT,1972,8.789,3.26,1.4334,113841.3,0.643,2101.4
Portugal,PRT,1973,8.908,3.277,1.4522,126592.2,0.643,2100.1
Portugal,PRT,1974,9.04,3.512,1.4713,128039.0,0.643,2109.9
Portugal,PRT,1975,9.172,3.606,1.4906,122472.3,0.643,2110.0
Portugal,PRT,1976,9.302,3.627,1.5204,130923.2,0.643,2105.7
Portugal,PRT,1977,9.431,3.682,1.5507,138258.3,0.643,2106.6
Portugal,PRT,1978,9.553,3.707,1.5817,142151.6,0.643,2092.0
Portugal,PRT,1979,9.661,3.785,1.6132,150167.5,0.643,2077.0
Portugal,PRT,1980,9.751,3.883,1.6454,157059.2,0.643,2058.2
Portugal,PRT,1981,9.821,3.901,1.6807,159600.5,0.643,2040.8
Portugal,PRT,1982,9.871,3.915,1.7149,163008.6,0.643,2020.7
Portugal,PRT,1983,9.903,4.104,1.7426,162726.4,0.643,2002.7
Portugal,PRT,1984,9.921,4.095,1.7707,159667.2,0.643,1985.7
Portugal,PRT,1985,9.929,4.075,1.7993,164149.8,0.643,1971.3
Portugal,PRT,1986,9.926,4.077,1.8266,170947.1,0.643,1958.9
Portugal,PRT,1987,9.914,4.175,1.8543,181855.9,0.643,1974.3
Portugal,PRT,1988,9.899,4.276,1.8824,195475.3,0.643,1954.4
Portugal,PRT,1989,9.891,4.368,1.911,208065.2,0.643,1982.8
Portugal,PRT,1990,9.895,4.467,1.94,216284.8,0.643,1972.4
Portugal,PRT,1991,9.916,4.62,1.9661,225732.6,0.643,1893.1
Portugal,PRT,1992,9.951,4.682,1.9926,228191.9,0.643,1876.3
Portugal,PRT,1993,9.997,4.602,2.0194,223529.3,0.643,1863.7
Portugal,PRT,1994,10.045,4.607,2.0466,225686.0,0.643,1859.3
Portugal,PRT,1995,10.091,4.586,2.0741,235351.7,0.643,1897.7
Portugal,PRT,1996,10.134,4.665,2.1071,243599.0,0.6577,1898.8
Portugal,PRT,1997,10.175,4.785,2.1406,254319.4,0.6536,1893.7
Portugal,PRT,1998,10.214,4.914,2.1746,266547.0,0.658,1909.2
Portugal,PRT,1999,10.254,4.981,2.2092,276959.9,0.6564,1911.0
Portugal,PRT,2000,10.297,5.076,2.2444,287529.2,0.6559,1920.6
Portugal,PRT,2001,10.341,5.151,2.2416,293117.8,0.6586,1903.9
Portugal,PRT,2002,10.386,5.165,2.2388,295377.5,0.6562,1897.0
Portugal,PRT,2003,10.43,5.117,2.236,292628.9,0.6544,1890.0
Portugal,PRT,2004,10.471,5.089,2.2332,297863.3,0.6473,1896.1
Portugal,PRT,2005,10.508,5.074,2.2304,300192.2,0.6543,1898.1
Portugal,PRT,2006,10.543,5.102,2.256,305070.4,0.6419,1886.3
Portugal,PRT,2007,10.573,5.107,2.2819,312717.2,0.623,1903.5
Portugal,PRT,2008,10.595,5.129,2.308,313715.5,0.6267,1890.4
Portugal,PRT,2009,10.604,4.989,2.3345,303921.1,0.6249,1890.8
Portugal,PRT,2010,10.596,4.912,2.3613,309202.1,0.6191,1893.6
Portugal,PRT,2011,10.569,4.811,2.3776,303957.5,0.6089,1870.6
Portugal,PRT,2012,10.526,4.614,2.3941,291625.1,0.5897,1853.1
Portugal,PRT,2013,10.473,4.484,2.4107,288934.4,0.5834,1863.2
Portugal,PRT,2014,10.418,4.548,2.4274,291223.3,0.5788,1870.8
Portugal,PRT,2015,10.368,4.608,2.4443,296442.2,0.5726,1878.6
Portugal,PRT,2016,10.326,4.678,2.4612,302428.8,0.5733,1884.8
Portugal,PRT,2017,10.289,4.826,2.4783,313033.0,0.578,1873.6
Portugal,PRT,2018,10.256,4.931,2.4954,321952.3,0.5863,1867.9
Portugal,PRT,2019,10.226,4.962,2.5128,329151.1,0.5863,1864.6
Sweden,SWE,1950,7.025,3.376,2.3176,87369.5,0.5649,2005.3
Sweden,SWE,1951,7.083,3.409,2.3316,89874.7,0.5406,1995.5
Sweden,SWE,1952,7.135,3.381,2.3457,91283.9,0.5817,1995.5
Sweden,SWE,1953,7.182,3.373,2.36,94415.4,0.5904,1975.9
Sweden,SWE,1954,7.224,3.401,2.3743,99895.5,0.5867,1986.8
Sweden,SWE,1955,7.273,3.433,2.3887,102870.5,0.6001,1975.9
Sweden,SWE,1956,7.326,3.484,2.4141,106315.2,0.5929,1950.8
Sweden,SWE,1957,7.375,3.49,2.4399,108820.4,0.5958,1950.8
Sweden,SWE,1958,7.42,3.515,2.466,111482.2,0.5915,1919.3
Sweden,SWE,1959,7.457,3.561,2.4923,117432.1,0.5786,1893.1
Sweden,SWE,1960,7.492,3.661,2.5189,121816.2,0.5943,1888.8
Sweden,SWE,1961,7.531,3.69,2.5461,128705.5,0.6023,1891.0
Sweden,SWE,1962,7.573,3.71,2.5692,134185.7,0.6174,1879.0
Sweden,SWE,1963,7.616,3.729,2.5879,141231.6,0.6226,1872.4
Sweden,SWE,1964,7.673,3.783,2.6067,150939.4,0.618,1842.0
Sweden,SWE,1965,7.746,3.809,2.6257,156576.1,0.6241,1831.1
Sweden,SWE,1966,7.82,3.814,2.6447,159707.6,0.6373,1816.9
Sweden,SWE,1967,7.88,3.773,2.664,165970.7,0.6322,1786.4
Sweden,SWE,1968,7.924,3.813,2.6834,170667.9,0.6422,1742.9
Sweden,SWE,1969,7.98,3.885,2.7029,180062.5,0.6401,1720.0
Sweden,SWE,1970,8.055,3.961,2.7225,191022.8,0.6374,1703.7
Sweden,SWE,1971,8.096,3.946,2.7431,192827.3,0.6545,1672.2
Sweden,SWE,1972,8.127,3.963,2.7638,197240.6,0.6432,1633.3
Sweden,SWE,1973,8.152,3.982,2.7847,205067.1,0.6189,1617.4
Sweden,SWE,1974,8.174,4.061,2.8058,211625.5,0.6056,1599.1
Sweden,SWE,1975,8.197,4.136,2.827,217028.1,0.6121,1575.4
Sweden,SWE,1976,8.223,4.149,2.8484,219324.5,0.6372,1588.1
Sweden,SWE,1977,8.251,4.156,2.8699,215823.5,0.6636,1557.9
Sweden,SWE,1978,8.277,4.173,2.8916,219603.7,0.651,1520.8
Sweden,SWE,1979,8.3,4.236,2.9134,228036.5,0.6338,1511.6
Sweden,SWE,1980,8.316,4.283,2.9355,231913.1,0.621,1514.6
Sweden,SWE,1981,8.325,4.29,2.9549,232967.9,0.6217,1506.2
Sweden,SWE,1982,8.329,4.281,2.9744,235876.9,0.5969,1520.3
Sweden,SWE,1983,8.332,4.29,2.9941,240360.0,0.5776,1529.6
Sweden,SWE,1984,8.34,4.326,3.0139,250526.1,0.5636,1531.8
Sweden,SWE,1985,8.358,4.373,3.0338,255938.4,0.5692,1535.8
Sweden,SWE,1986,8.385,4.404,3.0538,262826.6,0.571,1533.8
Sweden,SWE,1987,8.421,4.443,3.074,271641.4,0.5748,1543.9
Sweden,SWE,1988,8.465,4.507,3.0944,278592.8,0.5667,1563.5
Sweden,SWE,1989,8.514,4.569,3.1148,285988.9,0.5754,1562.3
Sweden,SWE,1990,8.567,4.604,3.1354,288147.2,0.5968,1558.7
Sweden,SWE,1991,8.625,4.534,3.14,284845.1,0.5941,1545.4
Sweden,SWE,1992,8.687,4.338,3.1446,281544.9,0.5761,1563.0
Sweden,SWE,1993,8.747,4.116,3.1493,275729.2,0.5483,1594.7
Sweden,SWE,1994,8.798,4.071,3.1539,286565.3,0.5375,1633.4
Sweden,SWE,1995,8.836,4.133,3.1585,297842.2,0.5182,1638.9
Sweden,SWE,1996,8.859,4.104,3.1632,302546.5,0.532,1651.5
Sweden,SWE,1997,8.869,4.054,3.1678,311836.3,0.5301,1656.3
Sweden,SWE,1998,8.871,4.121,3.1725,325282.1,0.5048,1655.2
Sweden,SWE,1999,8.873,4.205,3.1772,339097.5,0.508,1664.8
Sweden,SWE,2000,8.882,4.305,3.1818,355260.0,0.5216,1643.4
Sweden,SWE,2001,8.898,4.392,3.1979,360409.5,0.5378,1620.2
Sweden,SWE,2002,8.921,4.391,3.2141,368327.4,0.5375,1597.0
Sweden,SWE,2003,8.951,4.365,3.2304,376835.1,0.5338,1583.3
Sweden,SWE,2004,8.991,4.336,3.2467,393177.9,0.5257,1606.8
Sweden,SWE,2005,9.039,4.346,3.2631,404418.1,0.5277,1605.5
Sweden,SWE,2006,9.096,4.429,3.2797,423275.2,0.5193,1604.0
Sweden,SWE,2007,9.163,4.532,3.2963,437832.6,0.5284,1616.9
Sweden,SWE,2008,9.236,4.564,3.3129,435859.9,0.5375,1627.1
Sweden,SWE,2009,9.313,4.468,3.3297,416944.5,0.5492,1613.1
Sweden,SWE,2010,9.39,4.495,3.3465,441761.4,0.5321,1640.5
Sweden,SWE,2011,9.467,4.602,3.3564,455877.2,0.537,1641.0
Sweden,SWE,2012,9.543,4.639,3.3662,453195.2,0.5545,1627.3
Sweden,SWE,2013,9.618,4.68,3.3761,458578.2,0.5586,1618.0
Sweden,SWE,2014,9.692,4.735,3.386,470766.3,0.5544,1619.4
Sweden,SWE,2015,9.765,4.791,3.3959,491900.3,0.5415,1620.9
Sweden,SWE,2016,9.836,4.853,3.4059,502085.6,0.5499,1634.2
Sweden,SWE,2017,9.905,4.94,3.4159,514978.8,0.5501,1621.5
Sweden,SWE,2018,9.972,4.996,3.4259,525020.9,0.5567,1620.7
Sweden,SWE,2019,10.036,5.002,3.436,531641.3,0.5567,1605.3
United States of America,USA,1950,155.584,62.814,2.5832,2466594.8,0.6284,1990.1
United States of America,USA,1951,158.248,65.093,2.596,2665368.0,0.6337,2031.6
United States of America,USA,1952,160.981,65.884,2.6089,2773902.8,0.6449,2027.8
United States of America,USA,1953,163.669,66.821,2.6218,2904121.8,0.6445,2021.5
United States of America,USA,1954,166.573,65.598,2.6347,2887745.2,0.6371,1998.1
United States of America,USA,1955,169.541,67.497,2.6478,3093408.0,0.6268,2005.6
United States of America,USA,1956,172.578,69.13,2.6623,3159364.8,0.6404,1990.5
United States of America,USA,1957,175.726,69.468,2.6769,3225886.0,0.6387,1962.6
United States of America,USA,1958,178.687,68.217,2.6916,3202169.0,0.6358,1928.5
United States of America,USA,1959,181.699,69.783,2.7064,3423191.0,0.6294,1953.8
United States of America,USA,1960,184.602,70.957,2.7213,3510944.8,0.6367,1935.3
United States of America,USA,1961,187.688,71.007,2.7556,3600618.8,0.6337,1920.7
United States of America,USA,1962,190.597,72.063,2.7903,3820850.2,0.6291,1940.2
United States of America,USA,1963,193.359,73.074,2.8255,3987209.8,0.6264,1928.4
United States of America,USA,1964,196.064,74.74,2.8611,4217154.5,0.6244,1935.1
United States of America,USA,1965,198.53,76.513,2.8972,4491258.0,0.6194,1955.1
United States of America,USA,1966,200.837,78.847,2.9284,4787384.5,0.6229,1963.9
United States of America,USA,1967,203.035,80.663,2.9599,4918733.5,0.6301,1941.1
United States of America,USA,1968,205.073,82.27,2.9918,5160197.5,0.6342,1937.4
United States of America,USA,1969,207.087,84.234,3.0241,5322265.5,0.6439,1938.1
United States of America,USA,1970,209.513,84.697,3.0566,5332994.5,0.649,1893.4
United States of America,USA,1971,211.384,84.701,3.0899,5508630.0,0.6376,1877.7
United States of America,USA,1972,213.27,86.973,3.1235,5798322.5,0.6394,1874.2
United States of America,USA,1973,215.179,89.761,3.1575,6125680.0,0.6407,1872.7
United States of America,USA,1974,217.115,91.433,3.1918,6092568.0,0.641,1844.8
United States of America,USA,1975,219.081,90.273,3.2265,6080049.5,0.6256,1813.2
United States of America,USA,1976,221.086,93.088,3.25,6407651.0,0.6216,1809.3
United States of America,USA,1977,223.136,96.262,3.2737,6703951.5,0.6216,1809.4
United States of America,USA,1978,225.223,100.194,3.2975,7075035.5,0.6223,1815.7
United States of America,USA,1979,227.339,102.811,3.3215,7299041.0,0.6226,1817.7
United States of America,USA,1980,229.476,103.071,3.3457,7280300.5,0.6243,1801.6
United States of America,USA,1981,231.636,104.216,3.3548,7465054.5,0.6142,1790.0
United States of America,USA,1982,233.822,103.409,3.3639,7330469.0,0.6167,1770.7
United States of America,USA,1983,236.03,104.779,3.373,7666492.5,0.6039,1779.9
United States of America,USA,1984,238.257,109.116,3.3822,8221287.5,0.602,1795.6
United States of America,USA,1985,240.5,111.384,3.3914,8564087.0,0.6023,1801.1
United States of America,USA,1986,242.763,113.924,3.4001,8860631.0,0.6077,1780.8
United States of America,USA,1987,245.053,116.886,3.4088,9167170.0,0.616,1788.5
United States of America,USA,1988,247.372,119.455,3.4175,9550089.0,0.6207,1798.3
United States of America,USA,1989,249.726,121.828,3.4263,9900830.0,0.6119,1810.3
United States of America,USA,1990,252.12,123.046,3.4351,10087555.0,0.6152,1795.6
United States of America,USA,1991,254.539,121.567,3.4523,10076635.0,0.6151,1787.3
United States of America,USA,1992,256.991,121.797,3.4696,10431579.0,0.62,1774.9
United States of America,USA,1993,259.532,123.121,3.487,10718744.0,0.6142,1790.0
United States of America,USA,1994,262.241,125.69,3.5044,11150584.0,0.608,1807.8
United States of America,USA,1995,265.164,127.463,3.522,11449898.0,0.6074,1817.5
United States of America,USA,1996,268.335,129.358,3.5332,11881846.0,0.6071,1823.5
United States of America,USA,1997,271.714,132.363,3.5445,12410257.0,0.6096,1828.5
United States of America,USA,1998,275.175,134.501,3.5558,12966412.0,0.623,1839.2
United States of America,USA,1999,278.548,136.756,3.5672,13582736.0,0.626,1841.3
United States of America,USA,2000,281.711,138.636,3.5786,14143361.0,0.6371,1844.9
United States of America,USA,2001,284.608,138.647,3.5883,14284560.0,0.6403,1823.7
United States of America,USA,2002,287.279,138.152,3.5981,14533353.0,0.6296,1806.7
United States of America,USA,2003,289.816,138.691,3.6079,14949183.0,0.6214,1790.8
United States of America,USA,2004,292.355,140.27,3.6178,15517086.0,0.6171,1789.5
United States of America,USA,2005,294.994,142.493,3.6276,16062235.0,0.6056,1787.0
United States of America,USA,2006,297.759,145.094,3.6423,16520807.0,0.6055,1787.4
United States of America,USA,2007,300.608,146.396,3.6571,16830766.0,0.604,1785.9
United States of America,USA,2008,303.486,146.229,3.6719,16807780.0,0.6041,1765.8
United States of America,USA,2009,306.308,141.221,3.6868,16381405.0,0.5911,1728.6
United States of America,USA,2010,309.011,140.714,3.7018,16801388.0,0.588,1735.0
United States of America,USA,2011,311.584,142.147,3.707,17061950.0,0.5927,1744.9
United States of America,USA,2012,314.044,144.588,3.7123,17445766.0,0.5951,1746.9
United States of America,USA,2013,316.401,145.978,3.7175,17767130.0,0.5931,1752.5
United States of America,USA,2014,318.673,148.221,3.7228,18215924.0,0.5943,1758.3
United States of America,USA,2015,320.878,150.248,3.7281,18776158.0,0.5956,1770.0
United States of America,USA,2016,323.016,152.397,3.7334,19097498.0,0.5938,1766.7
United States of America,USA,2017,325.085,154.672,3.7387,19542980.0,0.5962,1763.7
United States of America,USA,2018,327.096,156.676,3.744,20128580.0,0.5943,1774.7
United States of America,USA,2019,329.065,158.3,3.7493,20563592.0,0.5971,1765.3
